label,text
neutro,@yuyacst #TodosPodemosAyudar  amigos de Morelos!!! https://t.co/QGd7kN2vcE
neutro,Chile también aporta y ayuda 🙏🏼✨@yuyacst RT https://t.co/mTOevAxcZL
neutro,URGE DIFUNDIR @LuisitoComunica @yuyacst @calleypocheoffi @nathcampost @SoyBienMamon @Sofiaalcastro @HectorTrejo… https://t.co/B8Wax3XZFm
neutro,@venusz__ @Soymarioruiz @MarialeOficial @mariobautista_ @ladivaza @YosStoP @DebRyanShow @JuanamartinezH @screamau… https://t.co/4Jkq9jSOa6
neutro,@franriverarjo1 @APerezColunga @_cecycr @_CarlosRivera @cynthiaoficial @yuyacst @jimenachoco @coraneldagzz Ando en… https://t.co/w6rVprGRaE
neutro,@AyudaEdomex @OphCourse @yuyacst @ServicioAgencia Ésta es la info más actualizada y fiable que tengo hasta el momen… https://t.co/Mwwzx3Qn1o
neutro,@venusz__ @Soymarioruiz @MarialeOficial @mariobautista_ @ladivaza @YosStoP @DebRyanShow @JuanamartinezH @screamau… https://t.co/bajc1rX0w0
neutro,@yuyacst  https://t.co/TqSfS1RfRp
neutro,"@ariadna_cf @AnaVbon @yuyacst Aquí también hay más, por si ocupan. https://t.co/jD1gxvLSxB"
neutro,@ailyild @lewisrimart @nathcampost @yuyacst @benshorts @FaOrozco @befreakyawesome ¿Tienes información un poco más a… https://t.co/eg6BSSETSJ
neutro,#Morelos @yuyacst @betopasillas que lugares de Morelos necesitan ayuda!? RT RT RT #MexicanosUnidos https://t.co/IBj6WDwVGM
neutro,@alanxelmundo @alan_estrada @LuisitoComunica @maya_lopz @yuyacst @RosyMcMichael @jdbalart #RT #Mascotas… https://t.co/ZmALYJf70K
positivo,"@yuyacst @yuyacst Chulaa a quién o a dónde están enviando la ayuda uds?, Morelos, Puebla, Oaxaca, Chiapas? :) ❤️😄"
neutro,@InndieDiaz @JezhelSonora @YayoGutierrez @DebRyanShow @Loschotgun @Piniaexpress @yuyacst @SoyBienMamon Hola! Cómo e… https://t.co/T7lq9TW4E2
neutro,"@Karmina_Rosas @OphCourse @yuyacst @ServicioAgencia ¡ATENCIÓN TODOS! Sé que la info tiene tiempo de atraso, pero es… https://t.co/wR09kHPuRW"
neutro,@ElaniJulissa @JannTM @ScarlettPixl @martiishilov192 @Cherrigan @yuyacst @dross @OphCourse @DeniseMaerker Saben si… https://t.co/CHYSzjx2Ei
neutro,@yuyacst @mirandaibanez @nathcampost @HectorTrejo @SoyBienMamon URGE🚨🚨🚨🚨 @DebRyanShow @gissellekuri @JuanamartinezH… https://t.co/WJgVubkJwW
neutro,"@yuyacst Alrededores de Axochiapan aún le faltan víveres, en algunos lugares no a llegado la ayuda yo soy de Axochiapan"
neutro,POR FAVOR DIFUNDAN O LLEVEN ALGO DE LO QUE SE NECESITA @yuyacst @mirandaibanez @nathcampost @HectorTrejo… https://t.co/3LvZKcoWzh
neutro,@yuyacst Gracias Yya
neutro,"@yuyacst Unos amigos consiguieron lo siguiente, iran a cdmx y otros estados afectados a apoyar, te agradeceria much… https://t.co/JrOxREPdeV"
neutro,@MaritoPino @yuyacst @MintzyHerrera @Sergecast @PaoPoulain https://t.co/qbkFe7tC2S
neutro,"@AyudaEdomex @OphCourse @yuyacst @ServicioAgencia Sigo viendo demasiada información compartida, pero no puedo corro… https://t.co/YZWd0yuxuR"
neutro,@Druskiia @APerezColunga @_cecycr @_CarlosRivera @cynthiaoficial @yuyacst @jimenachoco @coraneldagzz Vayan a morelos porfavor
neutro,Neta que maldad!! Están viendo la situación y un así no se compadecen!! @benshorts @yuyacst https://t.co/W9kzbJiHaC
neutro,@HectorTrejo @rogergzz @AlexXxStrecci @benny_emmanuel @yuyacst https://t.co/w24WAdjF5a
positivo,Solo quiero darle las GRACIAS de todo ❤ a @jucaviapri @dosogas (Team) @mariobautista_ @belindapop @yuyacst @ElJuanpaZurita por todo el apoyo
neutro,@yuyacst La þreþaratoria del BTis74 ubicado en  Guadaluþe tiene varias colectas
neutro,@yuyacst Q pena
neutro,@_cecycr @APerezColunga @_CarlosRivera @cynthiaoficial @yuyacst @jimenachoco @coraneldagzz Yo quiero ir y mi trabajo no me dejan 😢😢😢😢
neutro,"@_cecycr @_CarlosRivera @cynthiaoficial @yuyacst @jimenachoco @APerezColunga @coraneldagzz Vayan a los pueblos, no… https://t.co/1B4zJ1cOHm"
neutro,@yuyacst https://t.co/AUI9rTL8z8
positivo,Te amo mucho @yuyacst  tienes un gran corazón Mucho amor para tí 💚
neutro,@FredOleaPi @OphCourse @yuyacst @ServicioAgencia ¿Tienes algún status actualizado?
neutro,@benshorts @yuyacst @LOS3TT @GabyTips @alvaroblancarte @betopasillas  https://t.co/tZORvT1qHx
neutro,@bunny_boni @ariadna_cf @AnaVbon @yuyacst ¡Gracias!
neutro,@ariadna_cf @lausaysmeow @AnaVbon @yuyacst Están regalando cascos y cubre bocas. https://t.co/QSDeh12EBu
neutro,@yuyacst  https://t.co/4u3TSIZE3S
neutro,@laura_esquivela @nabileahumada @teresuch @ChumelTorres @sofffiaaa @yuyacst @topos Avisa si sabes algo porfa 🙏🏻Que… https://t.co/q3qfYh4RVS
neutro,"@regiscv @nabileahumada @teresuch @ChumelTorres @sofffiaaa @yuyacst @topos Eso es lo que estoy averiguando, pero na… https://t.co/qZGfG9sH6N"
neutro,@benshorts @yuyacst @LOS3TT @GabyTips @alvaroblancarte @betopasillas  https://t.co/GPqYAmapir
neutro,@laura_esquivela @nabileahumada @teresuch @ChumelTorres @sofffiaaa @yuyacst @topos La de Santander que está en su página?
neutro,"@regiscv @nabileahumada @teresuch @ChumelTorres @sofffiaaa @yuyacst Recibe donaciones, pero @topos NO tiene cuenta bancaria."
neutro,"@laura_esquivela @nabileahumada @teresuch @ChumelTorres @sofffiaaa @yuyacst Tengo entendido que son dos grupos, uno… https://t.co/kAsvDaYUhH"
neutro,@yuyacst 🙏🙏🙏
neutro,@benshorts @yuyacst @LOS3TT @GabyTips @alvaroblancarte @betopasillas Que hermosa labor 🙏🙏🙏
neutro,@yuyacst hace una rifa y gana #FridaSofia
neutro,@mf_silvestre @CesarTeo @yuyacst @Ricardo_Peralta @gissellekuri @chportocarrero @nathcampost @MarioPPineda… https://t.co/offkLuLo9S
neutro,En la col. Roma esquina Jalapa y Zacatecas ocupan herramientas para ayudar en el estado de PUEBLA @AnaVbon @yuyacst https://t.co/nhCwlzFCEh
neutro,@nathcampost @MarialeOficial @yuyacst @uggzo https://t.co/PicyapwRim
positivo,@yuyacst ola yuya te quiero mucho me puedes mandar un mensaje
neutro,@yuyacst #FueraMexico
neutro,@ALEXFDZ @MauNieto @danielsosafado @yuyacst @jrisco https://t.co/rqmgMHzctS
neutro,@15a20 @notasparati orgullo al 100 @CD9 @ElJuanpaZurita @yuyacst
neutro,@HectorTrejo @benshorts @ChumelTorres @LuisitoComunica @yuyacst @ElJuanpaZurita  arteterapia y entretenimiento para… https://t.co/1hHl8CSHaj
neutro,"Compartan, hay gente aprovechándose de la tragedia @nabileahumada @teresuch @ChumelTorres @sofffiaaa @yuyacst https://t.co/pcVep7xQYT"
positivo,#FuerzaMexico @yuyacst @JazAndrea24 @mariamartinezy4 https://t.co/pwHq2F8Kzk
neutro,Ray.Ban Sunglasses 90%OFF €19.99 One day sale https://t.co/fAVkmZZduI @ddlovato @MileyCyrus @ArianaGrande @lelepons… https://t.co/g7aDoJ5NJI
neutro,@JRPalaciosChapa @AuditorioPM @SonoraDinamitaM @mikesalazar_tv @Jumbo_Mx @melaniepavola @TatianaPalacios @humberdz… https://t.co/WsN9PuCxHg
neutro,Si vas a ir a #Morelos esta es información directa de @CruzRoja_MX #ATENCION #SISMO RT por favor @genarolozano… https://t.co/rsMpS539sw
neutro,@JRPalaciosChapa @AuditorioPM @SonoraDinamitaM @mikesalazar_tv @Jumbo_Mx @melaniepavola @TatianaPalacios @humberdz… https://t.co/FbJZpiJVIv
positivo,"@yuyacst pronto nos vamos a ver en Monterrey y nos vamos a dar un fuerte abrazo, te amo 💓"
neutro,@ChumelTorres @werevertumorro @yuyacst @ESCORPIONGOLDEN @Doiorcillo y muchos más. Hasta el sangrón de @callodehacha… https://t.co/wVqff8LRml
positivo,A los tuiteros que se dejaron de mamadas y pusieron su talento para ayudar: GRACIAS @ChumelTorres @werevertumorro @yuyacst @ESCORPIONGOLDEN
neutro,@HolaEnfermera_ @yuyacst @PablitoMtz8 @yuyacst  por fa!!!
neutro,@yuyacst @nathcampost @DhasiaWezka @SoyBienMamon @ElJuanpaZurita @danieeibanez @leonpato @PaoPoulain @Sergecast… https://t.co/evhs0ZcDzW
positivo,@GabyTips @benshorts @LOS3TT @alvaroblancarte @betopasillas @yuyacst Perfecto gracias 😀
neutro,@yoSoyTono @tuADO @alanxelmundo @iMiguelZazueta @EstiloDF @mx_df @RodrigoDelgado @ElFherz @miseleccionmx @OphCourse… https://t.co/p0tQb9rGpM
neutro,@yuyacst lastimosa mente ah sido borrado :/
neutro,@CaELiKe @yuyacst @DavidFaitels0n Hacerlo viral por favor. En Youtube https://t.co/fE5PNjOyJ6 https://t.co/e0evvt3Hjz
positivo,@yuyacst Sos enorme🙏❤
positivo,@yuyacst Dale ❤ a este comentario si quisieras ayudar a la linda yuya.
positivo,Apoyando💖@yuyacst @PPTeamLesslie #mexicoestadepie https://t.co/0hp8I6Qa3C
neutro,@AztecaSiete @AztecaTrece @AztecaNoticias @elcapiperez @taniarin @uggzo @yuyacst @DhasiaWezka https://t.co/7eK0hQ4Q1I
neutro,@yuyacst Me encataria ayudarlos 😞😢.Pero no vivo en mexico.
neutro,@PaoPoulain @yuyacst @Sergecast @salasgabriel @SKabecheTV @Kev_Rogers @werevertumorro @PPTeamKaren @PPTeamLesslie ❤ https://t.co/DIPpijf2IQ
positivo,@yuyacst Espero que tu y tu familia esten bien.
positivo,@yuyacst #que bueno ❤
neutro,@yuyacst por favor un RT bebe !! Gracias... https://t.co/1tEQEXfVC2
positivo,Famosos como @belindapop @ShawnMendes o @yuyacst se solidarizan con México y ayudan a la población #MexicoFuerte… https://t.co/JGkblFR3YL
positivo,Me encanta como @yuyacst Está ayudando mucho a su país ❤
neutro,RT 🙏🏻 para la gente que quiere mandar cosas a jojutla Morelos aquí lo que se necesita ! @comoayudarmx @WillyWonkaDice @yuyacst @MtyFollow
neutro,"#FuerzaMexíco #PartidosDenNuestroDinero #RescatePrimero #Morelos Amigos aquí necesitan ayuda, por favor @yuyacst Co… https://t.co/Xuku2WnBlZ"
neutro,@sofffiaaa @ReginaBlandon @LuisGerardoM @alanxelmundo @yuyacst @syntekoficial  RT!!!! https://t.co/xBY69ampHP
neutro,@yuyacst ayudemos a mexico con todo lo que podamos
neutro,@santillana_cr @benshorts @LOS3TT @alvaroblancarte @betopasillas @yuyacst Parque fundidora acceso 5 hasta las 6 vente
neutro,@ArelyGarzaG @benshorts @LOS3TT @alvaroblancarte @betopasillas @yuyacst A las 6 vente
neutro,@yuyacst aquí hace falta por si están buscando lugares a dónde llevar :) https://t.co/6WhUm2gc13
positivo,Pido a Dios que cubra con su manto a cada uno de ustedes. #Pazparaelmundo  @laryoverPR @NengoFlowVoice @Anuel_2bleA… https://t.co/w5d6EkPU7L
neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Hasta qué hora van a estar recibiendo??
neutro,¡Se necesita ayuda en Cuernavaca Morelos! @yuyacst podrías darle retweet por favor! https://t.co/dzIeOVr4vG
positivo,@yuyacst #FuerzaMexico
positivo,@yuyacst 🙏🙏🙏❤
neutro,@yuyacst https://t.co/UGucmspH8v
neutro,@yuyacst https://t.co/19AaIlBEn2
neutro,@FredOleaPi @OphCourse @yuyacst @ServicioAgencia Por favor nos puedes actualizar esta información ?... Muchas Gracias
neutro,DIFUNDAN MUUUCHO ESTE VIDEO!! @CaELiKe @yuyacst @Juanjaramilloe @DebRyanShow @KatyTheChic   https://t.co/0FHCiHuzz5
neutro,@LuisitoComunica @yuyacst  esta recolectando en cuernavaca.
neutro,@Andonigarv @ESMEPIMENTEL @VivianaSerna @PPTeamLesslie @DhasiaWezka @YosStoP @PPTeamKaren @CaELiKe @SaraCorraless… https://t.co/eyTKKUYobf
neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst En dónde están y hasta a qué hora estarán 🤔
neutro,#sismo #FuerzaMexico @ElJuanpaZurita @p @PPTeamRafa @luisitorey @PlanetaYoutuber @TomLevratti @DebRyanShow… https://t.co/IikKsIDfAC
positivo,@yuyacst si se puede mexico vamo mexico ay que tener fuerzas
neutro,Compartan mucho este vídeo!! @DebRyanShow @CaELiKe @KatyTheChic @yuyacst @Juanjaramilloe POR FAVOR!  . https://t.co/0FHCiHuzz5
neutro,"@yuyacst @jucaviapri @LuisitoComunica RT YA NO SE ACEPTAN VÍVERES EN AUDITORIO, NI DEJAN MARCARLOS. QUE LOS LLEVEN A OTROS CENTROS DE ACOPIO"
neutro,#Aguascalientes Ayuda aquí porfa RT!! @MauNieto @rosabintash @BuzzFeedMexico @edeita @yicoretas @yuyacst… https://t.co/Ge231JTpiK
positivo,@blondiealexa @daniielaatm @yuyacst 😱💕💕💕💕
positivo,@15a20 Orgullosa de ellos 😍😍😍😍❤❤❤❤😭😭😭 @CD9  @ElJuanpaZurita @yuyacst
neutro,@yuyacst 💔😢
neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Por fa asegúrense de que en Morelos llegue tod… https://t.co/D0GNq8OQnQ
neutro,@LionElJonson @dillionharperxx @yuyacst Me dirijo a buscar sus escenas en YesPorñPlease :3
neutro,@Boss_Robot_ @dillionharperxx ¬¬ No @yuyacst
neutro,#sismocdmx #retweet @yuyacst @dross @OphCourse @denisemaerker @SPCCDMX #URGENTE #CDMX #AyudaCDMX #informacion… https://t.co/mSWWlBP8rO
neutro,@PepeEnVivo  @lopezdoriga @yuyacst @GaelGarciaB @RealGDT @ana_mireles @AristeguiOnline  @benshorts https://t.co/kT9WpHa96r
neutro,"Por favor, DIFUNDAN MUCHO ESTE VIDEO!!  @CaELiKe @yuyacst @mariobautista_ @DebRyanShow   https://t.co/0FHCiHuzz5"
neutro,#sismocdmx #retweet @yuyacst @dross @OphCourse @denisemaerker @SPCCDMX #URGENTE #CDMX #AyudaCDMX #informacion… https://t.co/jtFpaVtdca
neutro,"@yuyacst Yuya!!! También hace falta cascos, cubre bocas, guantes y mucha medicina!!!!"
neutro,@yuyacst https://t.co/2JVWM2jSzZ
neutro,#sismocdmx #retweet @yuyacst @dross @OphCourse @denisemaerker @SPCCDMX #URGENTE #CDMX #AyudaCDMX #informacion… https://t.co/83p5wlAAI2
positivo,Los amo con todo mi corazón @yuyacst @villalobossebas ❤️
neutro,#sismocdmx #retweet @yuyacst @dross @OphCourse @denisemaerker @SPCCDMX #URGENTE #CDMX #AyudaCDMX #informacion… https://t.co/MMSDmlG8LD
neutro,@benshorts @betopasillas @LOS3TT @GabyTips @alvaroblancarte @yuyacst ACA SE VE EN TIEMPO REAL DONDE SE NECESITA AYU… https://t.co/lkbPYmeWG1
positivo,Miraaaa bella @yuyacst RT 👇 https://t.co/Kb19wY9hTa
neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Alguien sabe si necesitan ayuda para clasifica… https://t.co/SQ8xYBMrNv
neutro,@alanxelmundo @LuisitoComunica @yuyacst @maya_lopz https://t.co/vX13R26IS3
neutro,Ayuda @GalileaMontijo @yuyacst @solamentejoy @Sargentoleon @SaraCorraless @lopezdoriga @DulceMaria https://t.co/NbJLbLJcDu
neutro,@karina8222 @yuyacst @janeth_521 Suele suceder @karina8222
neutro,#sismocdmx #retweet @yuyacst @dross @OphCourse @denisemaerker @SPCCDMX #URGENTE #CDMX #AyudaCDMX #informacion… https://t.co/zj786RdBtw
neutro,https://t.co/PaV2mpXcEU  @aristeguicnn @AristeguiOnline @yuyacst @DebRyanShow @ManceraMiguelMX @EPN @betopasillas @CruzRoja_MX
neutro,#sismocdmx #retweet @yuyacst @dross @OphCourse @denisemaerker @SPCCDMX #URGENTE #CDMX #AyudaCDMX #informacion… https://t.co/ORjIA9rh3E
positivo,@yuyacst Hermosa Oaxaca te nesecita dona un Camion con ayuda
neutro,"@yuyacst Faltan víveres en Jojutla ... es mentira eso de que ya tenemos sufieciente, solo alcanzo para el dia de ay… https://t.co/n1VVfW35RD"
neutro,"@FredOleaPi @OphCourse @yuyacst @ServicioAgencia Material de primeros auxilios, ropa, picos y 4  personas a 4 horas… https://t.co/cESBSRlkRA"
neutro,@rogergzz @JoseAndresCG @jdanfigueroa @nathcampost @gabolojero @rogerlateshow @Jorge_Anzaldo @Cecidelacueva… https://t.co/93ASgUvUy1
neutro,@yuyacst !!!! https://t.co/5Ie4lCZihn
neutro,"@UnPocoSobreYuya @yuyacst @SedalArgentina ¡Que bueno! De seguro te va a gustar tanto como a mi, disfrutalo💚"
neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Soy de Guadalajara y quiero ir a alguna zona a… https://t.co/r8Mdi7bjng
neutro,@VNCuerna @ExaCuernavaca @super981 @DiariodeMorelos @jardinesdemex @Los40Cuerna933  @yuyacst @exa_carlos @CarlosReynoso7
neutro,@VNCuerna @ExaCuernavaca @super981 @DiariodeMorelos @jardinesdemex @Los40Cuerna933 @yuyacst @ExaCuernavaca… https://t.co/TmMTZw1mpY
neutro,@ExaCuernavaca @super981 @DiariodeMorelos @jardinesdemex @Los40Cuerna933  @yuyacst @exa_carlos @CarlosReynoso7
Negativo,@benshorts @betopasillas @LOS3TT @GabyTips @alvaroblancarte @yuyacst ¿Qué esperan para mandar ayuda a Oaxaca y Chia… https://t.co/Cgm297WSj3
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Hasta que hora estarán recolectando la ayuda en fundidora?
Neutro,@Grupo_Pisa @banazbrodie @cuacarraquear @benshorts @HectorTrejo @LuisitoComunica @ChumelTorres @yuyacst difundan es… https://t.co/YTi8XGM2NT
Neutro,@DiegooZg @benshorts @LOS3TT @alvaroblancarte @betopasillas @yuyacst Fundidora acceso 5 venteeeee
Neutro,@yuyacst Oie encontré esto en internet :v https://t.co/ackYvSTrhb
Neutro,Xalapa! Las comunidades pequeñas también nós necesitan! @SoyBienMamon @buzonxalapa @yuyacst @werevertumorro… https://t.co/4jpwjU7ssq
Neutro,@yuyacst en face circula info falsa #FuerzaMexico https://t.co/02CmFSraxj
Neutro,@yuyacst @betopasillas Esto es en el estado de Morelos
Positivo,"@yuyacst Yuyita di vas a venir a Monterrey? Te estamos esperando con micha emoción, besos y abrazos❤❤❤"
Neutro,@yuyacst @betopasillas El la zona Oriente necesitan cobijas para protegerse del frío de las noches. Cuidado al tran… https://t.co/GuR7wOXnse
Neutro,@yuyacst En el aeropuerto MARIANO MATAMOROS necesitan trasporte para mover víveres y llevarlos a los CENTROS DE ACOPIO por favor ayudanos 🙏
Neutro,@INEMexico @Change_Mex @werevertumorro @Wereverwero @yuyacst @LuisitoComunica @LuisitoComunica @DebRyanShow un RT a… https://t.co/SLJ6mtHeT7
Neutro,@yuyacst Pueblitos pequeños de Morelos necesitan mucha ayuda! https://t.co/aWxOL8kv8u
Neutro,@benshorts @heyitsmiguel11 @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst ACABAN DE ENCONTRAR UNA PERSON… https://t.co/VBjWzAkSlY
Neutro,@AiSlinn_Derbez @MauOchmann @uggzo @LuisitoComunica @YosStoP @DebRyanShow @maire_wink @EvaDeMetal @Evallica… https://t.co/ZWDuzfZGnU
Neutro,@yuyacst Estoy juntando víveres para Xochimilco ayúdame
Neutro,@DiegooZg @benshorts @GabyTips @alvaroblancarte @betopasillas @yuyacst Puerta 4 de fundidora🙌🏻🙌🏻🙌🏻
Neutro,@DiegooZg @benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Parque fundidora acceso 4 o 5 (estación Y griega)
Positivo,@yuyacst eres una persona con un gran corazón Dios te bendiga y fuerza para tu país desde Colombia 🙏✊😢
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Cuándo sale el camión Benshorts? Hoy no pude ir  ayudar!!
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Dónde los entregamos ???!! https://t.co/R9rvqPZ7pr
Neutro,De todos los artistas y youtubers de CDMX nada más e visto a @belindapop @yuyacst @betopasillas en chinga todo el día.
Neutro,@taniarin @VZCR @rix @jucaviapri @ElJuanpaZurita @Ro_AvilaR @nathcampost @gissellekuri @tattopenagos… https://t.co/SYgZVXwFyW
Neutro,Alguien sabe donde puedo comprar botitas para los perritos? 🙏🏼 @MYMALK4PON3  @DhasiaWezka @mymtumtum @yuyacst @YamilRex
Positivo,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst 😍😍😍
Neutro,@yuyacst @dosogas @DaniellBautista @jancarlobg @WeareDWGroup @taniarin @Jorge_Anzaldo @fedevigevani @ElJuanpaZurita… https://t.co/y9rlRRNgmw
Neutro,JUAN PABLO SIGUE ATRAPADO. RT🙏🏼🚨 @hectorguilleng @RoxGastelum @topos @benshorts @DebRyanShow @yuyacst https://t.co/QQCMYDRitb
Neutro,@taniarin @VZCR @rix @jucaviapri @ElJuanpaZurita @Ro_AvilaR @nathcampost @gissellekuri @tattopenagos… https://t.co/LbmNAExbNw
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Ánimo Héctor ❤
Positivo,@yuyacst Quiero felicitarte y agradecerte por aportar tanto a México y las personas que allí están. Es maravilloso.
Neutro,Comidas tipicas mexicanas @dada_88 @gwabiR @zazilabraham @ixpanea @yuyacst @soyrulorules @Gerudito @enriquealex   https://t.co/Af7K6eaelR
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Foto x2
Neutro,Haganlo saber @PPTeamLesslie @PPTeamRafa @PPTeamKaren @JacoboWong @betopasillas @yuyacst @LuisitoComunica https://t.co/5Y5mGsNwV7
Positivo,@benshorts @yuyacst @LOS3TT @GabyTips @alvaroblancarte @betopasillas Esa es @yuyacst  y @betopasillas  mis héroes 💕
Neutro,"@yuyacst Si necesitas transporte, tengo disponible un autobús para ir a Morelos. CD.MX. Está muy bien abastecida"
Neutro,El hospital de Tetecala necesita medicamentos porfa 🙏 @yuyacst @dosogas @DaniellBautista @jancarlobg @WeareDWGroup… https://t.co/S99LPAjN8h
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Me llené de emoción al llegar y verlos tan uni… https://t.co/dpFxRlNT4i
Positivo,@yuyacst ❤️👏🏻 https://t.co/LGwKBMfPOt
Neutro,@VivianFabiolaV @ItsLeoJauregui @CCabelloMEX @Camila_Cabello @BrigiiteV @CaELiKe @yuyacst @sinucabello… https://t.co/lj1VzB6ksr
Positivo,@yuyacst Unidos saldremos adelante ❤
Neutro,@jessi_f2 @Eduard0_ff @CaelikersMxico @aleex_saints @CaELiKe @mirandaibanez @YoanaNavanquiri @AmiRodrigueZZ… https://t.co/maUamPYVox
Neutro,@elcapiperez @yuyacst https://t.co/6JqUDHy2qu
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst necesitamoa apoyo con viveres en  tetela yotro… https://t.co/stywx3tALH
Neutro,@elcapiperez @yuyacst está recibiendo cosas!!
Neutro,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Van a seguir recibiendo Después de que se llene?
Neutro,@yuyacst https://t.co/CH5QrFuSGt
Neutro,"@yuyacst Oremos por México, mucha fuerza"
Neutro,@LuisitoComunica @yuyacst @HectorTrejo @Wereverwero @YayoGutierrez @DebRyanShow @werevertumorro @jucaviapri https://t.co/dReYwutlqt
Negativo,@yuyacst    Asi vieras donado para la gente de Oaxaca y chiapas #mexicosomostodos https://t.co/2Sr5RAtgHI
Positivo,"@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Btw, siento una enorme alegría escuchar notici… https://t.co/feUGTWhrnv"
neutro,"@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Benshorts, ¿podrías ayudar dándole rt para que… https://t.co/3DgQXVxqYL"
positivo,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst animo!!! ya falta menos!! 😍😍😍😍
positivo,@benshorts @betopasillas @LOS3TT @GabyTips @alvaroblancarte @yuyacst Lo están logrando...!!!😍😭 Los amooo..!!!😍😍❤ Los quiero conocer..🙏😍
positivo,@benshorts @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst Fotooo! ♥
positivo,Súper rifadoos neta 🙌🏼🙌🏼🙌🏼 @LOS3TT @GabyTips @alvaroblancarte @betopasillas @yuyacst ya casi se llena el camión!!!  😭🙌🏼 falta último empujón
neutro,@Eduard0_ff @lenaysIove @CaelikersMxico @aleex_saints @CaELiKe @mirandaibanez @YoanaNavanquiri @AmiRodrigueZZ… https://t.co/PfRikXBJyC
neutro,@lenaysIove @jessi_f2 @CaelikersMxico @aleex_saints @CaELiKe @mirandaibanez @YoanaNavanquiri @AmiRodrigueZZ… https://t.co/zxAktdZ9d6
neutro,@yuyacst https://t.co/iUYiBqr7Aq
neutro,@benshorts @yuyacst @_PonchoDeNigris @nathcampost https://t.co/dfs8KbXOy0
positivo,Eres grandiosa @yuyacst  gracias por todo 💕❤️👏🏼  amigos sigan llevando víveres! ❤️🙏🏻 juntos podemos ! https://t.co/NWsTK5rKXM
positivo,#AyudaAMexico #FuerzaMexico #CDMX  #sismocdmx  @yuyacst https://t.co/kL5TE8cgfc
neutro,@yuyacst Yautepec!!!!!!
neutro,@yuyacst 🙏❤️ https://t.co/KSUX05P6qb
negativo,@yuyacst acabo de ver tú historia y creo que quisiste decir estetoscopio ya que junto al baumanometro se checa la presión de las personas😬
positivo,@yuyacst Ok amiga
negativo,@yuyacst POR FAVOR PIDE AYUDA TAMBIÉN PARA LOS ANIMALITOS!!!😿
positivo,@LuisitoComunica @yuyacst @Wereverwero @YayoGutierrez @HectorTrejo @DebRyanShow  #MexicoEstaDePie #FuerzaMexico… https://t.co/qA98i2uIaf
positivo,@LuisitoComunica @DebRyanShow @jucaviapri @YayoGutierrez @yuyacst @werevertumorro @Wereverwero  #FuerzaMexico… https://t.co/JHu9FRtCJF
negativo,@yuyacst y DONDE ESTÁ LA AYUDA PARA LAS MASCOTAS ASUSTADAS QUE TAMBIÉN NECESITAN CUIDADOS😨? Ellos también están sólos y asustados!
neutro,@jessi_f2 @Eduard0_ff @CaelikersMxico @aleex_saints @CaELiKe @mirandaibanez @YoanaNavanquiri @AmiRodrigueZZ… https://t.co/k2owM7IVRt
neutro,@Eduard0_ff @jessi_f2 @CaelikersMxico @aleex_saints @CaELiKe @mirandaibanez @YoanaNavanquiri @AmiRodrigueZZ… https://t.co/3ex9G7r4go
neutro,"@yuyacst: ""🔺¡Ya estamos recibiendo víveres y nos encargaremos de entregarlo a gente que aún no ha…"" #1 in #Colombia https://t.co/RoIv2fmQUG"
neutro,@Eduard0_ff @lenaysIove @CaelikersMxico @aleex_saints @CaELiKe @mirandaibanez @YoanaNavanquiri @AmiRodrigueZZ… https://t.co/OFmQVdA26R
neutro,@yuyacst @LuisitoComunica @JuanBertheau por favor ayuda a compartir https://t.co/LMRhYQerDR
neutro,@lenaysIove @jessi_f2 @CaelikersMxico @aleex_saints @CaELiKe @mirandaibanez @YoanaNavanquiri @AmiRodrigueZZ… https://t.co/GxS6nNOuTZ
