label,text
negativo,@yuyacst A dónde vas Yuya a que pueblito ??
negativo,@JManuelGardunoA @yuyacst Al menos unos hacen caso
positivo,"@yuyacst Si vas a tener hijos, que sea conmigo, chequeteta 😚"
positivo,@yuyacst Un corazón solidario ❤
negativo,@BreenDLP @yuyacst 😂😂😂😂
negativo,"@yuyacst ¡Pero que estupidez!, no tienen punto de comparación."
negativo,"@yuyacst Yo por eso tendre ""perrijos"" ❤️"
positivo,@yuyacst Cásate conmigo 😍😍
negativo,"@yuyacst Ya ves lo que dicen, es lo mismo!"
negativo,"@yuyacst Yuya, sé que existe la probabilidad de que no me lean ni tú ni @betopasillas pero les quiero pedir ayuda para JUCHITAN, OAXACA 🙏🏻💙"
negativo,@yuyacst 😂😂
positivo,@yuyacst No te merecemos 😣😣
negativo,@yuyacst Jajaja...me pasa igual!
negativo,"@yuyacst Si piensas tener hijos o no, nadie tiene que criticar. ✌"
negativo,@Jaclynhill @taylorswift13 @MileyCyrus @selenagomez @ddlovato @yuyacst @jakemiller @AcaciaBrinley @justinbieber… https://t.co/aSd4jK7p8q
negativo,@yuyacst Jaja no creo este tweet jaja
negativo,"@yuyacst no le hagas eso a este mundo, no tengas hijos"
negativo,@yuyacst @emariela  tu jajajaja
negativo,@yuyacst Jejejeje a mi me comieron una chancla ☹️ esta bien y todo no se enfermo del estomago la estuve vigilando p… https://t.co/MUVA4C5Jit
negativo,"@yuyacst Los bebés son peores, quédate con perritos y encimale gatos"
negativo,@yuyacst Pero son bonitos 😍😍😍 Los perros digo
positivo,Cuando es que voy a entrar a el gym para tener un súper cuerpo como el de @yuyacst
negativo,@yuyacst No se puede comparar una experiencia con la otra.  Y lo digo con conocimiento de causa. Saludos
negativo,@yuyacst Yuyita créeme no es lo mismo te diré que con los hijos se crea una paciencia que te sorprendería! 😘
negativo,"@yuyacst JAJAJAJAJA, PERO YUYA, NO SON LO MISMO, ME IMAGINO QUE DEBES D TENER UNA PACIENCIA ENORME JAJAJA"
negativo,@Jaclynhill @taylorswift13 @MileyCyrus @selenagomez @ddlovato @yuyacst @jakemiller @AcaciaBrinley @justinbieber… https://t.co/myog0jpDGz
negativo,"@avalej3 @yuyacst Creo que nunca has tenido animales y por eso dieces eso, o tal vez seas mamá luchona 🤔"
negativo,@yuyacst Jaja tomando en cuenta que a los perritos los puedes sacar unas hrs al jardin y desentenderte un ratito...
negativo,"@yuyacst Pues,ya tienes hijos XD"
negativo,@yuyacst  https://t.co/JOpRzdRYcA
negativo,@yuyacst Tienes 11 hijas :(
negativo,"@yuyacst No tienes ni idea de lo que estás hablando, tu no eres como una perra ni una perra como tú."
negativo,@yuyacst Como puedes hacer esa comparación.. decepción total.. 💔💔💔
negativo,@yuyacst No tiene nada que ver tener perros a tener hijos
negativo,@yuyacst 🔶¿Cómo preparar tu mochila 🎒 de emergencia? Entérate 👇🏻#PrevenirEsVivir https://t.co/sshu0bNndD
negativo,"@yuyacst Que comparación tan pendeja, o al menos que vayas a parir perros."
positivo,@yuyacst Tienes un corazón hermoso! ❤
negativo,@yuyacst No compares a niños con perros son cosas demasiado distintas 👧💘
negativo,@yuyacst El novio de mi hermana también fue a donar a pueblitos de Morelooosss♥️☺️
negativo,@yuyacst 😂 tranquila la única diferencia entre un perro y un hijo es que el hijo te tiene más miedo cuando le sacas… https://t.co/zLkBRZK5HA
negativo,@yuyacst X100000000
negativo,@yuyacst Jajajajajajaja🤣🤣🤣
negativo,@yuyacst Hay ese werevertumorro :v
positivo,@yuyacst Hiciste mucho! Y estoy super orgullosa de vos. Que hermoso es ayudar
positivo,"@yuyacst Gracias a ti por tener un corazón tan grande y bueno, gracias por ser tan solidaria y compartir puro amor,… https://t.co/cLdHDwNP3z"
negativo,@yuyacst Todos nos portamos mal. Hijos... obvio que vas a tener! Nos vamos a morir de la alegría cuando nos los digas
negativo,"@yuyacst Reina. Neta, no se esperaba menos de la más grande de YT México."
negativo,@yuyacst Que no tengas un hijo con @betopasillas sería delito! 😱
negativo,@yuyacst Todos ayudamos 🙌
negativo,@avalej3 @yuyacst Exacto pero hay tanta gente que se la pasa haciendo este tipo de comparaciones
negativo,@yuyacst estas comparando unos perros con tus posibles hijos??? https://t.co/MVbducBrrW
negativo,"@yuyacst Si tienes razón si no puedes educar una mascota, imagina que seria de ellos en esta sociedad de tanta delincuencia"
negativo,"@yuyacst Loooool 😂, los perros son animales y los bebés no, pero te entiendo."
negativo,@Rubenftmitaco @yuyacst Jajjaa como pueden comparar un ser humano con un animal
negativo,@BreenDLP @yuyacst @uggzo jajajjaa
positivo,@yuyacst DIES Los bendiga!
positivo,@yuyacst Yuya no me cabe duda que eres la mejor &lt;3 que te balla muy bien :)
negativo,"@yuyacst Flor zalapa ""💫💥 😂😂 tenes razón!  😉❤"
negativo,@yuyacst Y al mismo tiempo la volvió agresiva a ella... Talvez así paso con la Conchis y Tomás. 😔
negativo,"@yuyacst Los niños no son animales. Son personas, se educan, piensan... Me gustan los perros, pero prefiero los niños. :)"
negativo,@yuyacst 😂
negativo,@yuyacst Lo mismo pasó con mi Charlie. 😔 Antes era un dulce con todos🐶 y ahora no puede ver uno porque lo ataca. Má… https://t.co/voJRE2Fnv1
negativo,@yuyacst Jajaja traemelos y yo te los cuido😂❤
negativo,@YuyaEspana @yuyacst Ah si me quedo claro tú argumento
positivo,"@yuyacst ¡Que orgullo! 👏🏼, que les vaya muy bien, te queremos. ❤️"
positivo,@yuyacst Sigan siendo ayuda y bendición para los que más necesitan Gracias :)
negativo,@yiyocat1 @yuyacst No los niños son peores enfadan mas
negativo,@yuyacst Q comparación tan estúpida.!
negativo,"@yuyacst Es muy diferente mi Yuyis, no sé compara jaja."
negativo,@yuyacst @FridaZagal Pues si tienes hijos y se comporta como perros... si! 🙄
negativo,@yuyacst Jajaja me pasa lo mismo
negativo,@yuyacst No tengas hijooos!
positivo,"@yuyacst Estoy muy orgullosa de ti,eres una linda personita a la cual admiro mucho y siempre lo haré.❤"
positivo,"@yuyacst Te amo, estoy orgullosa de ti.❤️😭👏🏼"
positivo,@yuyacst Te mereces todo lo bueno y bonito. 😭😍❤
negativo,@yuyacst Jaja estamos igual Yuyita!!!😁😁🐶🐶
negativo,@paugutierrezros @yuyacst La accion es mejor que las palabra por eso te felicito y te admiro y te quiero mucho.....
negativo,"@yuyacst Todos tenemos nuestros momentos, derrepente tienen estrés y desean relajarse... (puede ser)"
positivo,@yuyacst felicidades por su noble labor que les vaya muy bien Bendiciones para ustedes
negativo,"@yuyacst Yuyita una amiga nutrióloga está en Coatetelco atendiendo a dos bebés que se quedaron sin mamá, están muy… https://t.co/jkaBAtVisL"
negativo,"@yuyacst Ten cuidado, y organizate bien, por que en las comunidades no hay organización de entrega y te quitan todo."
negativo,@yuyacst Yo organicé en mi escuela una pequeña colecta de víveres para poder ayudar 🙏🏿🤗 https://t.co/TyKRTuzrge
negativo,@alejandra_agd @yuyacst Neta que si😣🤦🏻‍♀️
positivo,@yuyacst quiero llorar de felicidad y orgullo❤️
positivo,@yuyacst Que gran corazón tienes.❤👌
negativo,@yuyacst Por favor podrías compartir el momento de las entregas porque nos hace bien ver a la gente feliz
positivo,@yuyacst A mi me hubiese encantado ayudar pero no puedo😭 espero que puedan recuperar pronto todo. Y es hermoso lo que hiciste  Te amo ❤
positivo,@yuyacst Gracias por tú labor!!
positivo,@yuyacst Todos unidos👍💗
positivo,"@yuyacst Eres la más bonita, ve con cuidado❤"
negativo,@yuyacst Ya no me acuerdo de ti .I.
negativo,@yuyacst ¿Volverás a hacer donación en la CDMX?
positivo,"@yuyacst Eres una hermosa persona, mi Yuya. Siempre digo que tienes un gran corazón y tanto amor por dar. Éxitos hoy. Te queremos ❤️✨"
negativo,@yuyacst No Se Agradece Yuyisss❤Hoy Son ellos Mañana puedo Ser Yo🌻😪
positivo,@yuyacst Suerte #fuertemexico
positivo,@yuyacst Eres la mejoor 💕
negativo,@yuyacst Es como si tu te compararas con un perro. No es lo mismo.
positivo,"@yuyacst Es padre ver que es gracias al cariño de la gente hacia su país! Qué bueno que contribuyas con tu influencia, mi reconocimiento"
positivo,@yuyacst Eres grande 🙌❤️
positivo,@yuyacst Grande. ❤🙌 @yuyacst 🌹
positivo,TE ADORO MI @yuyacst 💘❤️❤️ https://t.co/84Jtkthnwz
positivo,@yuyacst ¡Que linda eres! ❤️
positivo,@yuyacst Lindo que la gente ayude eso significa el lindo corazon de las personas chao saludos hermosa
positivo,@yuyacst te amo saludos desde sonora ojala esten bien por alla
positivo,@yuyacst Gracias por siempre utilizar tu influencia para cosas que ayudan y nos hacen mejores personas.
positivo,"@yuyacst Estoy muy feliz por todo lo que hiciste, te amooo!"
positivo,@yuyacst Eres demasiado buena❤
positivo,@yuyacst Eres un amor de persona.
positivo,@yuyacst Eres la mejor!  💥❤💫☺
positivo,@yuyacst 💕🙏🏼
positivo,@yuyacst 😍😍😍😘😘
positivo,@yuyacst Te amo
positivo,@yuyacst Qué bonito corazón tienes. ❤️✨
positivo,"@yuyacst Qué alegría, Yuyita 😍👏🏽"
positivo,"@yuyacst Que bonito que puedas ayudar, espero les vaya muy bien"
positivo,@yuyacst Súper feliz por lo que estás logrando!!! Eres una inspiración Yuya
positivo,@yuyacst Que orgullo! ❤️
positivo,"@yuyacst Eres una gran persona , siempre vamos a confiar en ti.❤💪"
positivo,@yuyacst Estoy muy orgullosa de ti!
positivo,@yuyacst Y te admiro demasiadooooo
positivo,@yuyacst Confiamos en ti siempre y estamos conscientes de tu gran corazón. Te amamos pequeña.
positivo,@yuyacst qué bonito💖
positivo,@yuyacst Woowwwwww te amooo
positivo,@yuyacst ❤❤❤
negativo,@yuyacst Los perros son mejores ♡♡♡
negativo,@Alechavarriayb @daniielaatm @AndrreaCastillo @blondiealexa @yuyacst Tienes 11 hijas :(
negativo,@yuyacst yo cuando mi perro se vuelve a comer mis chanclas:
negativo,"@yuyacst Entonces para ti los niños son como animales desobedientes?? 😢😢  Mejor no los tengas, contigo como madre que les puede esperar??!!"
negativo,@yuyacst Nada que ver los hijos con los perros
negativo,@yuyacst @alondra_mtzg
negativo,"@yuyacst Yuyita, te recomiendo conseguir la asesoría de un etólogo.Los perritos son de hábitos y son inteligentes.… https://t.co/kQwm9NkXnd"
negativo,"@yuyacst Que tonta! Como vas a comparar un perro con un hijo! Los bebés son hermosos 😍 y tienen razonamiento, los a… https://t.co/kvjvjePg6z"
negativo,@yuyacst No tengas ✋🏻
negativo,@daniielaatm @AndrreaCastillo @blondiealexa @yuyacst Tienes 11 hijas :(
negativo,@yuyacst No estás sola @yuyacst yo pienso igual
negativo,@yuyacst Hola
negativo,@yuyacst Mi perro se porta muy bien y eso me lleva a pensar que quizá alguno de mis futuros hijos nunca llegue a comportarse asi. 😅
negativo,@yuyacst Emmmm hola
negativo,@yuyacst Pero te quieren.❤
positivo,@yuyacst  hay yuyita que lindo estoy loca o tu shampoo estara en chile. Me muerooo!! https://t.co/RucLQEnWOr
negativo,"@yuyacst No dejes que ellos te controlen a ti, tu debes de controlarlos a ellos,no les grites o le hables porque se pondrán agresivos"
negativo,@yuyacst Hay yuya  hermosa te adoro bastante por que tus perros.se portan mal porque no les da la
negativo,@yuyacst Porque comparas un perro con un hijo???? Ni al caso...
negativo,@yuyacst Jaja sus perros
negativo,"@yuyacst Pero un perro no tiene uso de la razón, no puedes comparar, amenos, que pienses en tratar a un perro como… https://t.co/Uw45eGoV2c"
negativo,"@yuyacst Que clase de persona comparan a un niño con un perro, no ma....."
negativo,@yuyacst Tu tienes que tener unos hijitos bien bonitos! &gt;:v
negativo,@yuyacst Puede ser por que tenga estres o porque tu estas estresada o que tengas miedo y le transmites eso a los perros
negativo,@yuyacst Busca una etologa ellos evalúan el comportamiento de ellos.
negativo,@yuyacst Jajaja ayy yuyita
positivo,"@yuyacst No digas eso, me encantaría ver mini yuyas o mini betos ❤️🙊"
positivo,@yuyacst Saludos Yuya :)
negativo,@yuyacst Jaajaa son un amor
negativo,@yuyacst Los perros empiezan a portarse mal precisamente cuando los quieres tratar como humanos. Cesar Millan.
negativo,@yuyacst Dile al beto que te de duro contra el muro :v para que salgan los yuyitos.
negativo,@yuyacst Jajajajajajajaja te la rifaste.
negativo,@yuyacst ☹️
negativo,"@yuyacst Pero aún así, hay que tener paciencia con ellos, siempre van a estar ahí. ^^"
negativo,"@yuyacst Me encantan los perritos pero no hay comparación con bebés, por dios yuyistrikis."
negativo,@yuyacst Wow
neutro,@yuyacst JaJaJaJaJa estamos iguales mis hijas perrunas de la nada se empezaron a  portan mal  yo tambien estoy pensando en no tener hijos 😩
neutro,@yuyacst no es comparable el comportamiento de un perro al de un hijo. Aunque bueno. Cada quien...
neutro,@yuyacst -Jajajaj😂😂😂👍🏻
neutro,"@yuyacst Un ser humano no es lo mismo que un animal. Los animales actúan por instinto, también las personas pero es otro tipo de instinto."
neutro,@BreenDLP @yuyacst JAJAJAJAJAJA
neutro,"@yuyacst los niños no son animales, son mil veces mejor que cualquier mascota #justsaying"
neutro,"@yuyacst An de tener rabia, o creo k andan traunados por los terremotos creo yo anda aslo revisar donde un Veterinario"
neutro,"@yuyacst yuyita!!  💥los perritos se vuelven agresivos ! Es por el Miedo ! Se sienten acorralados ,encerrados !.  Esto me ayudó mucho !Suerte"
neutro,"@yuyacst si un perrito es violento de la nada puede ser que este estresado, algo le duela o solo necesite más disciplina.. llévalo al vet!🐶"
neutro,@yuyacst JAJAJAJAJAJAJAJA
neutro,@yuyacst Que poca!
neutro,@yuyacst Estamos igual 😂😂😂😂 ya no se si quiero hijos 🤣🤣🤣🤣
neutro,@yuyacst Xdxx
neutro,@vanesorozco @yuyacst Esto es muy real https://t.co/2aj3gbQ7Rf
neutro,@yuyacst Los niños son peores que los perritos! Sorry! Jaja
neutro,"@yuyacst Jajaja con los niños es muy diferente , cuando ya los tienes pueden aún portarse muy mal pero los amas más."
neutro,@yuyacst @messtevezz  tú jajajaja
neutro,@yuyacst Estan espantados por el temblor!
neutro,@yuyacst como nadie la va a daf me gusta yo pongo me gusta a mi misma
neutro,"@yuyacst Primero cerciórate de que no sea porque están lastimados, otra opción: en edad reproductiva sus hormonas c… https://t.co/H7FXSHMn7p"
neutro,@yuyacst puede ser qur dicen que es por que dicen que los animales pueden  predecir terremotos
neutro,@yuyacst Comparar. Hijos con perros...!!!!
neutro,@yuyacst La mía ya me ha convencido de que no.
neutro,@BreenDLP @yuyacst @uggzo 😂
neutro,@yuyacst Jeje !estas en lo cierto ! Ah y entender(razonar*) 😄❤
positivo,"@yuyacst Eres hermosa, te amo 😭😍💕"
neutro,@yuyacst Las mias a veces se portan mal cuando no les entrego TODA mi atención jajaja♥️
neutro,"@yuyacst Llevalos a una escuela de perros, como la canción de los bukis ahí les dan educación."
neutro,@yuyacst Jajajajajajajajajaja
neutro,"@yuyacst Me pasaba lo mismo al principio con mi perrita antes que cumpla el año, luego se tranquilizo 😁"
neutro,"@yuyacst Quizás se estan portando así porque tienen miedo, o se sienten acorralados, o el hecho de que los criaras… https://t.co/EMnepYKHQ2"
neutro,@yuyacst Lo mismo pensé alguna vez!! Pero aunque no soy mamá aun creo no hay comparación los nenes son lo máximo! 😍😍
neutro,@yuyacst 😂😂😂
neutro,"@yuyacst Bueno, hay algo que se llama periodicazo en el hocico"
positivo,@yuyacst Yo quiero un mamá relinda como tú 😍
neutro,@yuyacst Son tremendos
neutro,"@yuyacst  puedes entrenarlos un poco, tu puedes comprar unos premios que son buenísimos y así decirles que es bueno y que no ojala funcione"
neutro,"@yuyacst El mío parece un bebé,  Que ya me dan ganas de tener un hijo. 🙌🙌"
neutro,@yuyacst Adoptame
negativo,@yuyacst No tiene punto de comparacion entre un hijo y un animal 👎👎👎👎👎👎👎
neutro,@yuyacst .ay que preguntarle al encantador de perros
neutro,"@yuyacst Se vuelven un poco agresivos los perros por la energía acumulada que tienen... Les ayuda mucho que tengan espacio, y paseen mucho"
neutro,"@yuyacst puede que donde vives, haya vivido un perro violento, y su espíritu siguió en la casa, y ahora poseyó a tu… https://t.co/aUXLWheWy4"
neutro,@yuyacst Hola
neutro,@yuyacst Un perro no es lo mismo que un bebé.  Te aseguro que cuando llegue la hora de q tengas un bebé.. cambiarás tu forma de pensar.
neutro,@yuyacst Ay que Conchita y Tomas!!😂❤✨
neutro,@yuyacst Quieren mimos😁
neutro,@yuyacst No hijos mejor perritos y gatitos
neutro,@yuyacst Chiquita tus hijos serán unos angelitos 💕
neutro,@yuyacst A de ser por la calor dice mi tía 😂
neutro,@yuyacst quién de los dos se hizo así? Concha o Tomás?
neutro,@yuyacst Jajaja!🐕🐕
neutro,@yuyacst instinto quizá...
neutro,@yuyacst Están tensos por la situación que estamos viviendo abrázalos y juega con ellos 😍🐶
positivo,@yuyacst Yuya te adoro! Sos la mejor amo tus vídeos 💜
neutro,@yuyacst Están muy consentidos!
neutro,@yuyacst Jajajaja 😂
neutro,@yuyacst Por que no se sienten seguros o estrés y nervios.
neutro,"@yuyacst Entonces al no hacer eso, cuando llegaba a salir sé ponía muy violenta"
neutro,@yuyacst Jajajajajaja es normal que a veces se porten mal🤷🏽‍♀️♥️
neutro,@yuyacst X2 😂😂😂💔
neutro,@Rubenftmitaco @yuyacst Los perros son mejores!!!  Punto para ellos 😄
neutro,@yuyacst Educalos! Mándalos a una escuela para perros.
neutro,@andrea_dm20 @yuyacst científicamente comprobado
neutro,"@yuyacst estrés o quiere ejercer dominancia. Lo recomendable en caso fuese lo segundo sería esterilizar y si es lo primero, más ejercicio"
neutro,"@yuyacst Mí perrita sé volvió violenta, porque casí no salía y no convivía con los demás perritos.  Les hace falta salir de la rutina"
neutro,@yuyacst Puede que sea porque tiene mucha energía y no sabe cómo sacarla
neutro,@yuyacst Cómo? Los dos?
neutro,"@yuyacst A lo mejor está triste o ansioso, intenta llevarlo con un veterinario"
neutro,@yuyacst Por encierro
neutro,@yuyacst No está enfermo? x2
neutro,@yuyacst Está estresadp
neutro,@yuyacst Tal vez necesita salir a pasear o algo
neutro,"@yuyacst Si es conchis a de estar en brama y si es tomas pues por que ya es viejito y asi se vuelven es ""normal"""
neutro,@yuyacst por estrés. Le hace falta hacer más ejercicio físico y mental. Y a veces por consentidos
neutro,@yuyacst Pues hay muchas causas
neutro,@yuyacst Alomejor ay mucha gente a su alrededor y por eso se pone así y se estresa
neutro,@yuyacst Si se trata de un perrito en la calle tal vez porque era muy maltratado y desconfía.
neutro,@yuyacst Dale amor
neutro,"@yuyacst Haz cambiado en algo tu ""rutina"" con él?"
neutro,"@yuyacst Puede ser por el estrés  Trata de sacarlos al parque a caminar, darles su comida y agua"
neutro,"@yuyacst Por dale chile,por amarrarlo,por no sacarlo a pasear,son como personas pequeñas así que los debes de cuidar muy bien"
neutro,"@yuyacst Puede que tenga miedo, o también puede ser que se sienta acorralado"
neutro,@yuyacst Solo le pido a Dios que tus hijos no salgan con cara de Chilaquil como tu hermano
neutro,"@yuyacst Jajaja, pero el amor que te dan lo compensa todo, hay que tener mucha paciencia 😅💙"
neutro,@yuyacst https://t.co/VGdSsSvevQ
neutro,@yuyacst Puede tener estrés al igual que nosotros si fue después del temblor 😞💔
neutro,@yuyacst Por Tomas? La vejez
neutro,@yuyacst ..ja ja
neutro,@yuyacst :(
neutro,@yuyacst Sacalo a pasear!
neutro,@yuyacst Tranquila💔😨😨
neutro,@yuyacst Pienso igual que tu😭💔
neutro,"@yuyacst El encierro, la falta de convivencia con otros perros, el estar amarrado, las drogas y asi"
neutro,@yuyacst Pero que paso?
neutro,@yuyacst está estresadito
neutro,@yuyacst Mándalo al doctor
neutro,@yuyacst Hay q ver si lo has tenido mucho tiempo amarrado
neutro,@yuyacst Llama a al entrenador de perros 😎
neutro,@yuyacst X q esta en sus dias 😁😁😁
neutro,@yuyacst Es hora de que llames a César Milán 🤔😂😂
neutro,@yuyacst Está muy consentido !💫 😨
neutro,@yuyacst Puede ser por un trato que le haya dado otra persona:(
neutro,@yuyacst Juega con el
neutro,@yuyacst Conchita?😮😮😮😱
neutro,@yuyacst ¿Los has estado dejando solitos? A lo mejor trae mucha energía y no sabe cómo sacarla y así
neutro,@yuyacst Porque esta demasiado consentido
neutro,@yuyacst Esta viendo un ente maligno!
neutro,@yuyacst @cesarmillan 😬
neutro,@yuyacst Tal vez le pasó algo? Alguna pelea con algún perrito o alguien intentó hacerle algo en la calle
neutro,@yuyacst A lo mejor siente que le quitan su lugar y lo quiere defender. Quiere anteponer se con todos.
neutro,"@yuyacst Atención tal vez, necesita más atención!"
neutro,@yuyacst Fue tan rápido el cambio 😲
neutro,@yuyacst Asi paso con el perro de una amiga
neutro,@yuyacst Por que es imperactivo
positivo,"@yuyacst No es tu culpa Yuyita, tranquila. Te amo"
neutro,@yuyacst ¿No está enfermo?
neutro,@yuyacst Se le metió el diablo
neutro,@yuyacst Pero a lo mejor tus hijos salgan igual de tranquilos como su mama
neutro,@yuyacst Yo quiero un perro lloro
neutro,@yuyacst Hablas de conchita?☹️
neutro,@yuyacst Build a wall?
neutro,@mariela_rochaa @yuyacst Jajajaja es un hermosooo mi chiquito dejalo
neutro,@yuyacst Uuuu
neutro,"@yuyacst Ayer bañe a mi perrita, hoy en la mañana la saque a que hiciera sus necesidades,y llego llena de popo en todo el cuerpo. 😐"
neutro,@yuyacst Por qué tiene rabia
neutro,"@yuyacst No manches no manches, ¿Tomás?"
neutro,@yuyacst Jajaja
neutro,@yuyacst Por estrés 😔
neutro,@yuyacst Yo tengo tres perros y dos hijos... y no hay a quien irle!  Jajaja
neutro,@yuyacst SI QUERES ADOPTAMEEE
neutro,@yuyacst Owww :3 así son  todos los bebecitos🐶
neutro,@yuyacst Todos dicen lo mismo en un principio 😂
neutro,@yuyacst Opino lo mismo que tu y aunque no soy iguales nuestro amor hacia ellos es inmensamente enorme
positivo,"@yuyacst Ay no, yo quiero Yuyitos :("
neutro,"@yuyacst @conchitacst @eltomascst ya comportense, luego no les van a dar premios"
neutro,@yuyacst @alexiaarguelles Camilo...
neutro,@yiyocat1 @yuyacst Sólo les falta hablar ..
neutro,@AndrreaCastillo @blondiealexa @yuyacst Tienes 11 hijas :(
neutro,@yuyacst No es lo mismo un perro que un ser humano 😌
negativo,@yuyacst Un perro no se compara con un hijo 😒😟
neutro,@AndrreaCastillo @blondiealexa @yuyacst Tienes 11 hijas :(
neutro,@yuyacst Los hijos son diferentes a los perritos!
neutro,"@yuyacst No los compares no tiene nada que ver ,mi hijo es un sol pero mis perros se portan horrible 😖"
neutro,@yuyacst Pero si nos portamos bien :(
negativo,@yuyacst Tú tienes la culpa!!! No los sabes educar.
neutro,"@yuyacst Jajajajaja, nunca dudas se querer tenerlos solo te enojas pero se pasa rapidísimo 😊"
neutro,@Rubenftmitaco @yuyacst Es verdad los hijos son peores
neutro,"@yuyacst Adoptame, yo si me porto bien 😂😚"
positivo,@yuyacst No digas eso que de seguro vas a ser una excelente madre❤
positivo,@yuyacst Hermosa princesa
positivo,@yuyacst Jajajajajá.
positivo,@yuyacst nosotras somos tus hijas💚
neutro,@blondiealexa @yuyacst Tienes 11 hijas :(
neutro,@yuyacst Jajaja paciencia hermosa.😭
negativo,@yuyacst Los perros no son hijos. Que quede claro
negativo,@yuyacst Entonces no tengas porque educar aun perro es más fácil que educar a un hijo
positivo,@yuyacst JAJA' Hay Yuyissss😍😂❤
positivo,@yuyacst Mi sueño es verte con un bebé
positivo,@yuyacst Pero si son los más bellos y dulces que pueden existir❤
neutro,@yuyacst  https://t.co/PTloTe1e1r
positivo,"@yuyacst Jajajajaja yuuuuys, tranquila, ten paciencia, con amor vas a ver que se portarán muy bien :(❤️"
positivo,@yuyacst 💖💖🤗🤗😂😂
neutro,@yuyacst Es diferente no todos nos comportamos iguales
positivo,@yuyacst 😂😂😂
neutro,@yuyacst Jajaja !! Como vas a comparar perritos ✔ con nińos! ! Jaja no son iguales 😀😂
neutro,@yuyacst Los hijos son muy diferentes más bonitos y más fácil &lt;3 saludos
positivo,@yuyacst jajajajajajajajjajaj yuya🙂🙃
neutro,"@yuyacst Yuyita, un hijo tuyo sería un ángel. Tranquilízate   @yuyacst"
positivo,@yuyacst Me queres adoptar? ME PORTO MUY BIEN 💕
positivo,@yuyacst sin ellos estarás bien 😋.
positivo,@Rubenftmitaco @yuyacst Jajajajajajajajajaja
negativo,@yuyacst 😰😨😨
neutro,"@yuyacst ¿Y eso? Creía que estaban bien educados, animo, no pasa nada"
neutro,@yuyacst Me pasa
neutro,@yuyacst Eso que los bebes son mas cansadores!!! tenes que estar toda la madrugada despierta y mas
neutro,"@yuyacst los perros no son lo mismo que unos hijos, depende de cómo los educas jaja"
positivo,@yuyacst Jajajaja solo hay que tenerles paciencia yuyita.😂💙
neutro,@yuyacst Jajaja ay no 😂
neutro,"@yuyacst Oye no, yo quiero una mini Yuyaa"
neutro,@yuyacst Tienes 11 hijas :(
positivo,@yuyacst 💓
neutro,@yuyacst Yo en la vida
neutro,@yuyacst No Yuya con ellos estas bien así. Jajajaja
neutro,@yuyacst Ya somos dos yuyix
positivo,@yuyacst Pero te aman como no tienes idea ❤️
positivo,@yuyacst Yuya te qmo saludameee
positivo,@yuyacst I feel you
neutro,"Raza, esto seguirá faltando las próximas semanas, aflojen que todos hemos ido a findear a Morelos; además de ahí es… https://t.co/v0ivO6gNOz"
positivo,Te amo te amo te amo y extraño @yuyacst
neutro,@LuisitoComunica @yuyacst  ayuda de manera responsable y entérate que hace falta donar https://t.co/W0w6PvAu9D https://t.co/Wur728a8Es
neutro,@Lupita07092001 @mf_silvestre @ElJuanpaZurita @yuyacst @CesarTeo @gissellekuri @chportocarrero @nathcampost… https://t.co/RKgY23YJzL
positivo,@yuyacst Que corazón tan bonito tienes ❤💕
positivo,Te amo muchísimo @yuyacst ♥️
neutro,@JorgeContrerasN @Grafocafe @arturoelias @yuyacst @TapiaFernanda @pedroferriz3 @werevertumorro @Wereverwero… https://t.co/7SpFjBdIAd
neutro,@yuyacst llama bebe by farruko
neutro,@yuyacst hola
positivo,@yuyacst besos por la mañana que ricos
positivo,@yuyacst beib como estas  como amanecio
positivo,@yuyacst xo
positivo,@beautyybird @yuyacst @werevertumorro @CaELiKe @Paugalindo @Jen_ny69 👏🏻💕
neutro,@yuyacst https://t.co/SXVWNF7X3e
neutro,@miriam_mancilla @Ctda01 @PaoPoulain @yuyacst @CEAC_CNS https://t.co/VhhWq2SAsu
neutro,@LeoElPro30 @antitelevisa08 @yuyacst @PoliciaFedMx @SEGOB_mx @FiscaliaJal @CEAVmex @PaolaRojas @CEAC_CNS https://t.co/Ez7Xn8U4g3
neutro,AYUDEN A DIFUNDIR ESTO @Miguel_layun @Vanzzini @blancoduran @yuyacst @werevertumorro @Wereverwero https://t.co/flW8E84PK6
neutro,@yuyacst Ojalá las almas gemelas se encontraran :c
positivo,Soy muy feliz al tener esto desearía que nunca se acabaran 😍 @yuyacst https://t.co/0Tr7C65CkE
negativo,@yuyacst 😟
neutro,@rominoshka @LuisGyG Y @yuyacst también.
positivo,@yuyacst Vamos mexico
positivo,@yuyacst @laurDIY BAVQJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAAJ https://t.co/uZ9RUGOOWC
neutro,"hagan un tutorial sobre como chamuyarte a un chico que le da a la play hard, estaria necesitandolo @yuyacst @laurDIY"
positivo,"@antitelevisa08 @yuyacst De veras que pendejo te ves insultando a alguien que no te hizo NADA, ¿solo porque la odia… https://t.co/pCxqa5jyLg"
neutro,"@yuyacst @benshorts RT, por fa. #Morelos se necesitan #brigadistas para #Jonacatepec https://t.co/tC7yZFdpxS"
neutro,@yuyacst 🔶¿Cómo preparar tu mochila 🎒 de emergencia? Entérate 👇🏻#PrevenirEsVivir https://t.co/sshu0bNndD
